CALLER,CALLED,DAY_DT,DURATION,PRICE,INTERNATIONAL
riu,sam,1924-04-19,60,8.559193423613738,true
joe,gio,1924-04-19,69,4.381645083441113,true
ada,eva,1924-04-19,35,4.594086261243696,false
noa,gio,1924-04-19,25,5.900730161096481,true
van,jim,1924-04-19,8,3.1771626978860876,false
ada,rey,1924-04-19,21,9.858099315237972,false
luz,mac,1924-04-19,76,1.3849930845814085,false
pau,rey,1924-04-19,58,8.484529609897013,false
kia,tom,1924-04-19,91,1.1821436253416928,false
pau,zoe,1924-04-19,4,4.243045145368367,false
tim,zoe,1924-04-19,83,8.618557844961295,false
luz,joe,1924-04-19,32,9.346609643935832,false
ken,mac,1924-04-19,4,4.588177200560563,false
zoe,max,1924-04-19,98,1.6912997515781336,false
gio,rey,1924-04-19,50,1.1176276795004314,false
eva,ben,1924-04-19,18,0.5112464047922638,false
jim,pau,1924-04-19,31,1.2409039274422706,false
fox,luz,1924-04-19,80,1.3223340105164083,false
sam,max,1924-04-19,30,2.060759380914635,false
kia,jim,1924-04-19,85,2.590970028454568,false
ken,sam,1924-04-19,73,3.3137306335161973,false
ada,sam,1924-04-19,8,5.266339034026048,false
fox,riu,1924-04-19,93,6.787887349580137,false
eli,tom,1924-04-19,68,9.08516628033536,false
luz,pol,1924-04-19,23,0.20956872833620688,false
tom,ben,1924-04-19,52,8.820400174401989,false
fox,luz,1924-04-19,16,9.811172452582479,true
fox,gio,1924-04-19,90,0.21519107998224318,false
ken,luz,1924-04-19,51,4.615522556956453,false
ada,riu,1924-04-19,15,2.630561384672351,false
tim,jim,1924-04-19,59,9.224594127717028,false
pau,ada,1924-04-19,23,1.48690684244019,true
rey,eva,1924-04-19,26,1.2557793051635502,false
leo,van,1924-04-19,73,6.257299185288923,true
riu,ada,1924-04-19,77,3.4814788361939044,true
bob,tim,1924-04-19,80,0.8892488610349358,false
jim,mar,1924-04-19,33,7.17275714522637,false
luz,jim,1924-04-19,9,4.015390351333852,true
jim,eva,1924-04-19,49,0.6058770001944935,false
van,ada,1924-04-19,31,7.817859204790773,false
pol,bob,1924-04-19,1,2.840914743455839,false
bob,ben,1924-04-19,12,2.2633513839062003,false
gio,riu,1924-04-19,97,0.769464308019091,false
mar,eli,1924-04-19,5,9.98614426240933,false
luz,zoe,1924-04-19,82,3.639905741142382,true
van,fox,1924-04-19,16,6.909570478289169,false
luz,mar,1924-04-19,14,4.426013503291922,false
pau,eli,1924-04-19,93,9.750203778783028,false
gio,ken,1924-04-19,68,4.906339641766628,false
van,ben,1924-04-19,70,2.669796218186838,false
bob,jim,1924-04-19,15,0.7524126796534047,false
ben,luz,1924-04-19,12,8.156600275942068,false
pol,gio,1924-04-19,31,8.51636772075394,true
tim,ada,1924-04-19,83,0.7335310073740031,false
ada,jim,1924-04-19,69,8.869815740229631,false
max,jim,1924-04-19,47,6.361830844031343,false
mar,bob,1924-04-19,99,1.8222563990826235,true
mar,ana,1924-04-19,48,3.225005199834502,false
sam,noa,1924-04-19,59,4.208874689250043,false
sam,tim,1924-04-19,61,2.01826381379517,false
noa,fox,1924-04-19,71,8.329661448428958,false
ken,pol,1924-04-19,68,8.362641741485197,false
fox,leo,1924-04-19,0,5.717866198336997,true
luz,jim,1924-04-19,64,5.771555812729293,true
eva,zoe,1924-04-19,69,7.151982206743308,true
luz,pol,1924-04-19,35,3.0482285363641823,true
eli,van,1924-04-19,99,0.8736627355719473,false
tim,pol,1924-04-19,26,6.966199088232163,false
mac,gio,1924-04-19,14,8.574883087747123,false
bob,eli,1924-04-19,14,5.938238576070977,false
van,joe,1924-04-19,91,1.4356376773816037,false
mar,mac,1924-04-19,85,5.204278363563847,false
ben,noa,1924-04-19,14,3.352193227341643,false
ada,pol,1924-04-19,99,2.426525321161588,false
zoe,luz,1924-04-19,99,6.686584625032072,false
pau,zoe,1924-04-19,81,2.3972823298489887,false
ada,joe,1924-04-19,21,0.878544715468702,false
teo,gio,1924-04-19,40,0.7610146904124837,false
van,ben,1924-04-19,63,7.704992296809356,false
pau,ken,1924-04-19,4,3.808966757803903,false
rey,luz,1924-04-19,58,1.605542473090511,false
pol,gio,1924-04-19,78,1.216900041198996,false
zoe,eva,1924-04-19,70,1.2278576128083707,false
pau,luz,1924-04-19,4,0.1844033155872904,true
eva,bob,1924-04-19,2,8.416077642088872,false
pol,bob,1924-04-19,68,6.8139780991407815,false
rey,max,1924-04-19,10,2.531964993942105,false
fox,fox,1924-04-19,3,5.997365376133045,false
jim,leo,1924-04-19,39,6.335638615766793,false
mac,ken,1924-04-19,59,5.9659571018025535,false
kia,tim,1924-04-19,15,6.2793900890182694,false
tom,kia,1924-04-19,87,9.205132206976748,false
teo,van,1924-04-19,52,3.907077906949276,true
kia,jim,1924-04-19,6,9.195716738459813,true
riu,bob,1924-04-19,74,6.927761152228643,false
pau,van,1924-04-19,50,7.998692381199039,false
noa,tim,1924-04-19,18,8.40251587660581,true
ben,noa,1924-04-19,57,7.1122421071363835,false
kia,riu,1924-04-19,32,2.414156936828461,true
jim,mar,1924-04-19,2,3.9335025600637588,false
eva,kia,1924-04-19,97,0.14561842622920929,false
riu,luz,1924-04-19,33,5.092466563791017,false
leo,eli,1924-04-19,51,2.881788289984124,false
mar,jim,1924-04-19,32,0.422008509953844,false
max,ben,1924-04-19,22,7.7094676414411385,false
mac,riu,1924-04-19,25,9.486334639654164,false
pau,mar,1924-04-19,93,7.437221781042913,false
eva,eva,1924-04-19,83,1.5688435139774437,false
max,max,1924-04-19,5,6.412851241214136,true
tom,sam,1924-04-19,51,6.347739457040359,true
eva,max,1924-04-19,65,9.72050750997963,false
leo,jim,1924-04-19,17,4.354559659072832,false
luz,ada,1924-04-19,10,1.0673870659290574,false
joe,gio,1924-04-19,95,7.379915698635692,true
ana,riu,1924-04-19,3,7.165339996537577,false
tim,zoe,1924-04-19,99,4.619941738867741,false
tim,riu,1924-04-19,62,9.830296892359856,true
kia,rey,1924-04-19,25,5.343359428549749,false
fox,ada,1924-04-19,33,7.335721963256852,false
leo,tim,1924-04-19,69,1.6772728222726618,false
luz,joe,1924-04-19,30,0.8897395080426795,false
jim,mar,1924-04-19,13,9.208094714260415,true
ada,kia,1924-04-19,60,8.424143254726781,false
pol,pol,1924-04-19,31,0.14255364248132896,false
rey,teo,1924-04-19,23,6.440121273824733,false
pau,mar,1924-04-19,61,3.87276157497121,false
bob,kia,1924-04-19,66,2.8772230906108396,false
jim,kia,1924-04-19,64,1.0805914830653474,false
riu,eli,1924-04-19,21,5.314008486623107,false
joe,zoe,1924-04-19,93,3.144825405752394,true
ben,teo,1924-04-19,58,9.193288728642537,false
pau,sam,1924-04-19,74,5.23849133245764,false
rey,tom,1924-04-19,0,7.838239464157185,false
eli,ken,1924-04-19,10,3.305293044961445,false
leo,eli,1924-04-19,65,0.5237023249588058,false
pol,zoe,1924-04-19,41,2.3409690069549627,false
tom,noa,1924-04-19,73,4.706019474534363,false
rey,tom,1924-04-19,21,8.120201762771037,false
ana,eli,1924-04-19,40,8.812186108361526,true
noa,ben,1924-04-19,91,5.461268837344181,false
bob,ada,1924-04-19,95,7.783927083005886,false
sam,ada,1924-04-19,1,5.123788446460704,false
luz,ada,1924-04-19,41,9.032858963621962,false
luz,teo,1924-04-19,77,2.3489537930873605,true
joe,pol,1924-04-19,98,1.7225716241911226,false
ana,sam,1924-04-19,69,2.8011235068029547,false
tom,eva,1924-04-19,50,6.80018550770898,false
zoe,ana,1924-04-19,9,3.2622985017829187,false
ken,kia,1924-04-19,97,2.5492885984111235,false
rey,pol,1924-04-19,8,6.0456026879047275,true
eli,tim,1924-04-19,5,8.88967117802465,false
ken,luz,1924-04-19,41,2.815339123547024,false
sam,tom,1924-04-19,77,6.761621796132045,false
pau,pol,1924-04-19,19,2.7498413932039654,false
jim,ana,1924-04-19,26,1.4245482665986609,false
luz,sam,1924-04-19,76,6.031183842723745,false
sam,jim,1924-04-19,68,6.129366951854375,true
zoe,tom,1924-04-19,30,6.970785783693485,true
kia,bob,1924-04-19,45,6.83386825719035,false
ken,joe,1924-04-19,20,6.598821360405473,false
van,eli,1924-04-19,51,8.011001259459073,false
zoe,max,1924-04-19,96,6.2081239531342,true
jim,ken,1924-04-19,74,2.1995681887897387,false
ana,tim,1924-04-19,84,0.7247555046450349,false
kia,ben,1924-04-19,1,1.568702844785772,true
tom,pol,1924-04-19,67,7.480817862577514,true
pol,mar,1924-04-19,40,2.066403692483995,false
mac,luz,1924-04-19,88,5.906630791968817,true
pau,jim,1924-04-19,35,9.546780770931408,false
riu,gio,1924-04-19,37,8.08384458463593,false
noa,ana,1924-04-19,65,6.6439005985235955,false
leo,ana,1924-04-19,24,4.152556628898475,false
rey,van,1924-04-19,60,9.049190780443462,true
mac,rey,1924-04-19,59,8.01443385922601,false
riu,gio,1924-04-19,64,3.3037583925180214,false
kia,bob,1924-04-19,14,7.63781154215894,false
teo,mac,1924-04-19,45,5.661974487486916,false
rey,pau,1924-04-19,68,2.2156569926790137,false
riu,mac,1924-04-19,91,1.9228285703804826,false
teo,bob,1924-04-19,27,0.9466775245151693,true
fox,rey,1924-04-19,50,4.0117843230855685,true
jim,ana,1924-04-19,63,4.931032141703446,false
van,mar,1924-04-19,30,4.554571875790872,false
jim,gio,1924-04-19,78,0.08743443005559404,true
tim,pau,1924-04-19,30,8.531778480514562,false
rey,eli,1924-04-19,58,3.009864867044455,false
noa,ada,1924-04-19,12,4.3678707889111115,true
riu,teo,1924-04-19,61,2.5797078814418803,true
bob,tom,1924-04-19,45,9.877784937889283,false
mac,mar,1924-04-19,2,8.289825840814022,false
mar,max,1924-04-19,24,0.6233137481942697,false
mar,jim,1924-04-19,75,1.9261302342061348,true
pau,leo,1924-04-19,41,1.5968145526119537,false
ken,ben,1924-04-19,31,0.8103640320293415,true
tim,ana,1924-04-19,3,4.1119922317838125,false
ana,tom,1924-04-19,91,7.947691797474246,true
ada,eli,1924-04-19,29,6.237712079969732,false
mac,van,1924-04-19,20,8.645241002188945,false
kia,kia,1924-04-19,43,4.628492543807749,false
teo,sam,1924-04-19,67,9.340801372286107,true
pol,ada,1924-04-19,1,2.612234272724203,false
ben,gio,1924-04-19,63,0.14531469024066102,false
pol,mac,1924-04-19,83,3.824500882521523,false
teo,sam,1924-04-19,89,4.440080197844286,false
leo,max,1924-04-19,12,3.27457934978427,false
mac,ben,1924-04-19,25,8.432259156730943,false
rey,mar,1924-04-19,32,9.977680124023326,false
ada,eli,1924-04-19,78,9.325055241808233,false
riu,bob,1924-04-19,28,4.812184887111233,false
sam,ben,1924-04-19,25,1.0459541412394524,false
ken,eva,1924-04-19,74,8.364925451167885,false
sam,ken,1924-04-19,72,2.084650777148971,true
zoe,riu,1924-04-19,61,8.156528783705735,false
pau,ken,1924-04-19,84,7.787922416447693,false
ken,riu,1924-04-19,87,6.8975512984523055,false
bob,joe,1924-04-19,26,8.06581825167117,false
ada,mar,1924-04-19,64,4.276631953374036,false
eli,eva,1924-04-19,61,4.379038312326065,false
max,ben,1924-04-19,86,9.21408653610731,false
ken,joe,1924-04-19,93,4.489721316576444,false
ben,jim,1924-04-19,96,5.094826649738255,false
ken,fox,1924-04-19,88,0.7042176200589911,false
zoe,ana,1924-04-19,53,8.073104932331155,false
bob,zoe,1924-04-19,12,1.5575612835165276,true
ken,mac,1924-04-19,53,0.318488033474027,false
eva,ada,1924-04-19,17,3.9048418954161312,false
pol,luz,1924-04-19,70,1.553389791917088,false
sam,teo,1924-04-19,92,5.16573611039287,false
ada,gio,1924-04-19,7,0.05800037479920306,false
jim,ana,1924-04-19,53,6.433430611505743,true
riu,max,1924-04-19,62,5.9718655321713685,false
ada,mar,1924-04-19,64,0.6425060830845986,false
pol,riu,1924-04-19,41,5.814468020786478,false
zoe,mar,1924-04-19,70,5.585017117732265,false
riu,ken,1924-04-19,69,0.6510160819798161,false
eva,mac,1924-04-19,6,8.436516662657924,false
mar,jim,1924-04-19,63,8.570408887257674,false
noa,pau,1924-04-19,9,2.8352206347960554,false
mar,pol,1924-04-19,3,9.728524253424188,false
mac,rey,1924-04-19,59,8.211265016342214,false
max,jim,1924-04-19,64,8.300063224209456,false
gio,leo,1924-04-19,22,2.8322902021101646,false
teo,pau,1924-04-19,93,6.924391901289604,false
joe,teo,1924-04-19,71,9.25059459471428,false
van,ana,1924-04-19,10,1.8975299855138772,false
mar,gio,1924-04-19,90,6.784338169913713,false
pol,fox,1924-04-19,10,1.928082515536943,false
ken,bob,1924-04-19,91,3.1955364578817615,true
mac,noa,1924-04-19,68,0.25186114310777885,false
eva,pau,1924-04-19,32,7.076646587104988,false
mar,bob,1924-04-19,74,9.953895772909258,false
kia,rey,1924-04-19,8,3.407565990776403,false
ana,ken,1924-04-19,24,1.7455166411740985,false
fox,noa,1924-04-19,74,6.362798409058136,false
max,tim,1924-04-19,17,1.9674669366673192,true
riu,pol,1924-04-19,26,3.535994022648646,false
eva,fox,1924-04-19,40,9.841859190249592,false
luz,rey,1924-04-19,87,5.309481331891538,false
bob,gio,1924-04-19,97,8.490534131032057,false
fox,luz,1924-04-19,17,0.19405792774995212,true
joe,fox,1924-04-19,70,8.962438087798304,false
pol,eli,1924-04-19,1,4.985416243914668,false
sam,gio,1924-04-19,85,3.2128660715508683,false
pol,luz,1924-04-19,25,8.844061991784244,false
fox,gio,1924-04-19,13,0.25353268202615964,true
mac,eli,1924-04-19,39,4.173706702419969,false
kia,pau,1924-04-19,31,7.302104928163107,false
jim,rey,1924-04-19,56,5.8088666843677235,true
sam,tom,1924-04-19,77,9.456511299813142,false
mar,mar,1924-04-19,96,4.635132008594707,false
teo,eva,1924-04-19,75,2.552158312457762,false
riu,rey,1924-04-19,89,8.013868672732542,false
ben,mar,1924-04-19,56,7.60415441085301,true
leo,ana,1924-04-19,7,9.91217604419192,true
luz,joe,1924-04-19,27,5.806288983503553,false
luz,mar,1924-04-19,35,4.383739393035267,false
ben,van,1924-04-19,76,9.495023275968348,false
pol,pol,1924-04-19,1,1.1124098218113188,false
van,van,1924-04-19,4,5.670915377819884,true
bob,leo,1924-04-19,44,7.791122269924635,false
pol,ada,1924-04-19,59,4.324943511173899,false
pol,eva,1924-04-19,81,0.9418200513766317,false
van,jim,1924-04-19,14,9.958357685529823,false
zoe,kia,1924-04-19,13,7.138426667155629,false
pol,max,1924-04-19,44,7.814034724492779,false
fox,sam,1924-04-19,24,8.948147205817671,false
tom,ken,1924-04-19,5,5.283893646766168,false
luz,gio,1924-04-19,28,6.314045987158876,true
fox,pau,1924-04-19,62,3.9956940070974567,false
leo,gio,1924-04-19,22,6.423721840222375,false
teo,gio,1924-04-19,32,0.703179331187771,false
eli,mac,1924-04-19,58,1.405516134379411,false
jim,ana,1924-04-19,61,7.0994630143496025,false
ken,bob,1924-04-19,13,8.00180896281317,false
riu,joe,1924-04-19,83,1.4683247586145642,false
mar,zoe,1924-04-19,31,4.548897603921155,true
jim,leo,1924-04-19,42,3.9329614797458112,false
eva,luz,1924-04-19,80,3.036046667181669,false
zoe,pau,1924-04-19,32,1.3194337562508007,false
kia,zoe,1924-04-19,79,9.240270986472456,false
eva,mac,1924-04-19,74,0.8499869656079739,false
mac,bob,1924-04-19,23,6.365382368001098,false
jim,eva,1924-04-19,62,3.2981421932137622,false
mar,pol,1924-04-19,89,5.92993903403894,false
kia,leo,1924-04-19,48,0.35686662009519865,false
fox,ada,1924-04-19,24,4.289095403794675,false
max,bob,1924-04-19,95,4.711854019795267,false
tom,ana,1924-04-19,92,1.758763845056529,false
tom,teo,1924-04-19,75,3.7966349050131507,false
luz,pau,1924-04-19,61,5.833834205408238,true
kia,kia,1924-04-19,44,9.651379298165176,false
luz,ken,1924-04-19,15,6.827658075564168,false
tom,max,1924-04-19,69,2.410023776587983,false
zoe,teo,1924-04-19,53,6.607735327874577,false
jim,kia,1924-04-19,52,0.2187268209019433,false
van,tom,1924-04-19,67,0.1161783361107338,false
bob,tim,1924-04-19,58,3.1284076353620605,true
luz,ada,1924-04-19,85,6.109160935358968,false
van,max,1924-04-19,16,7.57048871381847,false
pau,leo,1924-04-19,43,6.560890358461507,false
ada,zoe,1924-04-19,46,4.692238542944649,false
bob,van,1924-04-19,37,3.9125209234658618,true
teo,jim,1924-04-19,81,7.702660175967523,false
ada,mac,1924-04-19,45,6.831549307942132,false
bob,zoe,1924-04-19,58,2.484090759277051,false
leo,ada,1924-04-19,13,3.1598588551029403,false
rey,zoe,1924-04-19,98,7.832275974522004,false
rey,joe,1924-04-19,88,0.16754915220794642,false
mar,fox,1924-04-19,97,2.9684839682928854,false
eli,mar,1924-04-19,18,7.483266253113535,false
tom,ken,1924-04-19,11,7.123970704438888,false
pau,fox,1924-04-19,34,8.888491242703976,false
rey,eli,1924-04-19,91,6.720579177518382,false
max,ada,1924-04-19,26,4.168936535255995,false
ken,ken,1924-04-19,81,5.892076813276247,false
eva,mar,1924-04-19,46,4.66555047428253,false
noa,ken,1924-04-19,65,9.287222952900866,false
zoe,luz,1924-04-19,90,8.285763194197102,false
zoe,eva,1924-04-19,86,9.525169534424245,false
leo,ana,1924-04-19,52,2.9854025976770115,false
rey,leo,1924-04-19,72,1.4136028498262498,true
mar,kia,1924-04-19,85,0.7344980326748307,false
eva,bob,1924-04-19,25,2.064537839726277,false
eli,zoe,1924-04-19,41,1.9617763655197984,false
fox,van,1924-04-19,87,0.9082751945132295,false
eva,ana,1924-04-19,29,9.603665093922245,true
eli,teo,1924-04-19,12,4.126170935138883,true
riu,ada,1924-04-19,61,2.4900619420697714,false
tim,sam,1924-04-19,90,1.0556916806613015,false
leo,ken,1924-04-19,66,2.1250890798600786,false
jim,ken,1924-04-19,69,4.350343535406779,false
ken,teo,1924-04-19,80,4.4557298811032275,false
ana,mar,1924-04-19,10,4.2794129722817456,false
gio,sam,1924-04-19,66,5.109872623984902,false
luz,zoe,1924-04-19,60,8.367320534835189,false
mar,luz,1924-04-19,2,1.120811102483339,false
noa,jim,1924-04-19,39,5.656432504116118,false
teo,riu,1924-04-19,58,8.289738999566232,false
fox,mar,1924-04-19,64,5.472110724322572,false
van,mar,1924-04-19,75,5.184509121057909,false
kia,sam,1924-04-19,49,9.820901603595924,true
luz,max,1924-04-19,54,6.682867088247619,false
luz,ana,1924-04-19,61,0.040331734870858726,false
ana,kia,1924-04-19,1,9.504865452131181,false
ada,joe,1924-04-19,79,2.883104546579495,false
sam,ken,1924-04-19,62,5.302191280239735,true
luz,leo,1924-04-19,15,8.91910493351204,false
rey,luz,1924-04-19,10,5.340241230076948,false
jim,pol,1924-04-19,85,7.69796127781631,false
teo,kia,1924-04-19,19,9.206350188588916,false
van,zoe,1924-04-19,4,5.52034887956995,false
ana,eva,1924-04-19,50,5.60617485405602,false
riu,zoe,1924-04-19,95,7.061379026813626,true
ana,noa,1924-04-19,71,2.5722176663634655,false
mac,jim,1924-04-19,89,3.4082327767661136,false
gio,max,1924-04-19,90,0.5004793646431682,false
teo,eva,1924-04-19,20,1.8641321344259365,false
ken,tim,1924-04-19,23,3.5837292294972487,false
ana,tom,1924-04-19,58,2.1787239456299456,false
gio,ana,1924-04-19,73,3.8537965053350707,false
leo,ana,1924-04-19,73,6.332259746867514,false
sam,pol,1924-04-19,42,8.198242831162158,false
tom,ana,1924-04-19,70,7.518198276525404,false
mar,ada,1924-04-19,20,9.321367931025375,true
gio,max,1924-04-19,13,7.061794184589179,false
riu,mar,1924-04-19,68,3.892333261844678,false
van,luz,1924-04-19,15,1.301423691750624,false
fox,zoe,1924-04-19,31,0.9176080304020673,false
gio,fox,1924-04-19,4,7.109675651846665,false
gio,rey,1924-04-19,18,2.9916399196487875,false
eva,mac,1924-04-19,43,7.569970985639473,false
mar,luz,1924-04-19,67,4.579635529118637,false
mar,rey,1924-04-19,17,5.036712627545283,false
luz,fox,1924-04-19,68,4.191650207679451,false
ben,joe,1924-04-19,25,2.0012379930616464,false
eva,kia,1924-04-19,13,4.129483322626649,false
joe,fox,1924-04-19,50,6.513424817503014,true
pol,mac,1924-04-19,89,1.8099670224044906,true
ken,leo,1924-04-19,30,5.053233051758079,false
pau,ada,1924-04-19,87,6.228797584304533,false
tom,noa,1924-04-19,12,0.9899549955801534,false
ada,noa,1924-04-19,35,8.203716185232041,true
joe,jim,1924-04-19,12,2.869812404778178,true
mac,jim,1924-04-19,8,7.08786323448172,true
zoe,ben,1924-04-19,36,2.638702224993792,false
bob,pau,1924-04-19,96,3.354964773008481,false
mac,jim,1924-04-19,35,9.856559131825069,false
pol,ada,1924-04-19,81,9.519066356638616,false
max,tim,1924-04-19,34,2.942066784328902,false
pau,fox,1924-04-19,60,0.16683585928363498,false
tim,tim,1924-04-19,94,4.925699431607807,true
luz,eva,1924-04-19,61,9.885377650676418,false
luz,jim,1924-04-19,67,5.956769049829894,false
ada,mar,1924-04-19,67,8.830738272713045,false
rey,eli,1924-04-19,53,2.846091432031738,false
zoe,kia,1924-04-19,16,6.798569080078263,true
rey,pol,1924-04-19,80,5.076758701725873,false
eli,pol,1924-04-19,0,0.7868549283163473,false
sam,van,1924-04-19,73,0.824393643169784,false
rey,teo,1924-04-19,2,5.019018780157607,true
teo,leo,1924-04-19,95,4.094347158446629,false
ken,ken,1924-04-19,99,2.0746432440741938,false
ben,riu,1924-04-19,28,4.458081056573854,false
max,ben,1924-04-19,12,1.071925764782472,false
pau,jim,1924-04-19,58,2.210831075911451,false
rey,luz,1924-04-19,62,5.022626735587014,false
tom,mac,1924-04-19,95,3.451604988313297,false
van,ada,1924-04-19,1,2.3753241275857273,false
tom,rey,1924-04-19,40,8.488997586703436,false
ada,max,1924-04-19,7,7.050607064668235,true
kia,zoe,1924-04-19,18,5.229696918219842,false
eli,sam,1924-04-19,31,0.7277542635970324,false
ken,ben,1924-04-19,98,0.22345692009371532,false
ada,rey,1924-04-19,89,0.5246871820448351,false
gio,luz,1924-04-19,87,8.17908194621337,false
pol,eva,1924-04-19,58,8.35962458182771,false
ben,ben,1924-04-19,56,6.110341815528516,false
ben,teo,1924-04-19,35,4.402971710701053,false
sam,ben,1924-04-19,88,6.757754266840033,true
leo,gio,1924-04-19,56,1.004802484774573,true
mar,mac,1924-04-19,21,2.8811013947278963,false
eli,jim,1924-04-19,20,0.7297635234010036,true
eva,ben,1924-04-19,63,3.609785317469645,true
ben,tim,1924-04-19,11,7.809138361230193,true
eva,van,1924-04-19,91,4.5539907090691845,true
luz,bob,1924-04-19,58,3.87198583040701,true
tom,ben,1924-04-19,20,8.859467557634249,false
rey,pau,1924-04-19,48,8.708435737963615,true
noa,kia,1924-04-19,40,0.9663577520572852,false
bob,joe,1924-04-19,81,9.554768005298515,false
leo,ana,1924-04-19,72,8.950640822983004,false
leo,ada,1924-04-19,39,4.648453233071448,false
ben,luz,1924-04-19,35,8.638436202657585,false
ken,ana,1924-04-19,18,4.161054000077248,false
ada,tim,1924-04-19,74,0.8559562943304666,false
tim,mar,1924-04-19,2,1.6225529442913444,false
mac,eli,1924-04-19,67,7.481026311904958,false
teo,sam,1924-04-19,76,0.24891651233402756,false
max,max,1924-04-19,55,1.996654088020141,false
ken,zoe,1924-04-19,51,4.063818026332929,false
zoe,pau,1924-04-19,48,0.38688676111154785,false
mar,teo,1924-04-19,20,8.764620819360863,true
eva,noa,1924-04-19,86,5.126350537563875,false
sam,rey,1924-04-19,90,7.5423945199676234,true
kia,riu,1924-04-19,58,3.861753625260863,true
ben,ken,1924-04-19,36,7.466273480984194,false
ana,leo,1924-04-19,57,3.889950959694187,false
jim,ada,1924-04-19,81,4.977844654061424,true
kia,leo,1924-04-19,71,7.00520401678974,false
tom,teo,1924-04-19,86,7.089199614429803,true
tom,van,1924-04-19,27,3.6931842143194116,true
sam,kia,1924-04-19,35,6.397641217440752,false
ada,mar,1924-04-19,82,1.3174983441566834,false
pau,mar,1924-04-19,55,4.874042708199575,false
tom,ada,1924-04-19,89,9.777901080104467,false
kia,jim,1924-04-19,66,0.9653781862536626,false
max,teo,1924-04-19,41,5.004186587789561,false
ana,max,1924-04-19,66,3.2670215339222244,false
ada,sam,1924-04-19,58,7.348190106931125,false
ken,joe,1924-04-19,98,0.7102741616930397,true
